TeamId,TeamName,eFG_Pct,RankeFG_Pct,TO_Pct,RankTO_Pct,OR_Pct,RankOR_Pct,FT_Rate,RankFT_Rate
794,Texas A&M,46.6017,264,21.1586,153,39.9259,11,37.6478,156
635,James Madison,46.6001,265,19.3532,54,31.3793,257,29.0705,307
785,Stony Brook,46.588,266,22.7312,240,32.6248,211,38.5204,128
838,Wagner,46.5815,267,22.8642,245,37.5362,42,40,89
520,Ball St.,46.5291,268,18.5932,33,32.3457,226,40.3377,83
641,La Salle,46.5109,269,20.1783,97,32.935,198,36.3471,187
703,New Orleans,46.4833,270,18.6749,38,34.6788,125,39.0811,112
740,Radford,46.4623,271,19.614,73,31.5096,255,37.4663,161
616,Holy Cross,46.4481,272,20.9028,137,36.037,80,39.4126,103
726,Oregon St.,46.4469,273,18.9411,45,34.5979,129,32.9065,264
566,Sacramento St.,46.4355,274,20.0831,92,32.4219,221,37.5891,157
743,Richmond,46.2437,275,19.8571,87,34.0026,153,36.0601,191
530,Bradley,46.2413,276,22.5256,230,30.8718,271,44.7252,20
716,Northwestern St.,46.2411,277,21.904,194,33.7611,166,38.2372,140
505,Alabama A&M,46.1859,278,22.0411,206,33.1826,188,41.0012,69
510,Appalachian St.,46.1303,279,22.2296,212,33.1579,189,29.7327,301
567,Dartmouth,46.1268,280,21.7946,188,20.7898,326,29.8122,300
575,Drake,46.1238,281,21.95,198,33.3498,182,43.5831,36
801,Tulane,46.0092,282,23.8428,286,35.051,110,36.5435,182
625,Indiana,45.9459,283,18.6207,34,33.2384,187,32.6781,269
524,Binghamton,45.8683,284,25.3515,314,35.1507,106,38.4764,132
685,Mississippi Valley St.,45.8234,285,18.3822,22,37.9234,32,29.4749,305
647,Long Beach St.,45.7951,286,22.6513,235,33.8276,160,35.9717,194
814,NC Asheville,45.7566,287,22.4014,223,30.5611,276,26.8421,319
603,Georgetown,45.6913,288,21.5421,175,34.5331,130,35.5239,207
775,St. Bonaventure,45.6584,289,18.4438,28,30.8994,269,25.4169,325
841,Washington St.,45.6506,290,19.698,78,29.9715,289,29.1667,306
552,Cleveland St.,45.607,291,24.8393,307,34.3177,145,38.4977,129
772,Southern Mississippi,45.5158,292,21.0201,143,33.125,193,38.031,144
812,Louisiana Monroe,45.4988,293,23.9336,289,33.6615,167,35.0365,220
643,Lamar,45.4401,294,19.5769,66,32.7941,203,34.5663,231
831,Virginia Tech,45.2409,295,19.185,52,36.5333,67,38.3666,135
813,MD Baltimore County,44.9544,296,21.5085,172,34.9675,114,31.5104,281
620,Idaho,44.8784,297,19.8089,83,33.3829,178,37.388,164
804,Texas Southern,44.8396,298,25.3244,313,34.8934,116,52.371,1
766,Siena,44.8393,299,21.0046,142,40.1482,7,35.1382,218
523,Bethune Cookman,44.8031,300,23.5058,272,31.4398,256,29.8902,299
729,Penn St.,44.6599,301,24.3105,300,36.6578,65,32.7891,266
612,Harvard,44.6557,302,25.9657,317,32.2807,229,35.7377,201
619,Howard,44.6184,303,23.3451,262,31.7887,245,31.2459,284
803,Texas Pan American,44.5613,304,21.5773,177,34.6603,126,41.0442,66
507,Albany,44.5059,305,23.7071,281,31.1653,261,26.745,320
705,Nicholls St.,44.4401,306,24.984,309,32.6316,210,35.3033,216
799,Towson,44.4196,307,22.9363,247,32.1702,238,36.4796,184
784,Stetson,44.3197,308,20.7456,126,36.7412,63,37.0068,174
617,Houston,44.2572,309,20.8807,134,30.4829,278,33.1499,260
707,Norfolk St.,44.2441,310,23.7563,284,33.7629,165,42.8571,48
659,Marist,44.1629,311,20.7943,129,31.0732,264,27.0686,317
789,Temple,44.1468,312,14.1146,1,36.7544,62,33.3139,257
540,Campbell,43.9605,313,21.9114,195,32.5828,212,30.2555,292
594,Florida International,43.957,314,29.072,324,33.4543,175,37.9967,145
665,Maryland Eastern Shore,43.9041,315,22.5084,228,30.8955,270,36.8421,176
653,Loyola MD,43.863,316,22.7336,241,29.4368,296,31.3307,282
632,Jackson St.,43.7975,317,23.9106,288,32.216,233,42.4683,52
778,St. John's,43.408,318,22.3353,220,38.3484,26,26.8657,318
832,Virginia Military Inst,43.3086,319,25.7486,316,29.5442,292,30.1115,295
734,Prairie View A&M,42.663,320,23.1343,253,34.0247,151,45.3125,17
692,Navy,42.5832,321,29.1001,325,36.0551,79,30.0289,298
550,The Citadel,42.1173,322,25.3116,312,31.5523,253,26.1234,322
517,Army,41.8286,323,26.3575,320,20.9057,325,37.8092,150
759,Savannah St.,40.4407,324,24.0976,295,34.3226,144,27.9333,314
693,North Carolina A&T,40.1691,325,29.3065,326,32.7563,204,37.1321,171
514,Arkansas Pine Bluff,38.9899,326,26.6125,321,27.294,312,26.5993,321
