Mississippi,46.4183,60,20.0423,196,32.54786,170,38.17308,188
New Hampshire,46.4189,61,20.6482,155,29.27083,40,43.64865,280
Niagara,46.4196,62,21.1938,122,37.31225,323,33.28290,84
Minnesota,46.4543,63,21.6712,84,31.98381,143,32.78520,76
Wofford,46.4785,64,21.4176,103,29.09091,35,35.71828,134
Morgan St.,46.4855,65,20.0004,199,34.95560,272,43.15839,274
Washington,46.4968,66,22.1565,65,31.78681,132,44.63498,289
Memphis,46.5066,67,22.5687,52,36.41070,305,41.21179,244
Butler,46.5909,68,21.8931,75,27.81403,18,34.55579,110
Brigham Young,46.5978,69,22.0702,70,27.20157,7,36.34073,145
Pacific,46.6055,70,18.5698,268,29.89779,56,37.89649,181
Northern Iowa,46.6276,71,20.5098,168,27.86961,20,28.79765,18
Miami FL,46.6324,72,20.0471,195,30.99284,94,36.24429,142
Michigan St.,46.6471,73,18.7199,263,28.08298,22,31.37543,50
Ohio,46.6746,74,21.6014,90,34.61255,264,35.67696,133
Texas A&M,46.7428,75,20.5789,162,29.86621,55,35.35635,129
Gonzaga,46.7576,76,18.5320,271,29.48207,46,34.17396,100
Wisconsin,46.7844,77,19.9624,201,26.33434,2,36.06557,140
Boston University,46.7857,78,20.4899,169,30.86940,90,42.44898,266
Manhattan,46.7922,79,21.4791,99,34.08885,237,41.73043,258
Kansas St.,46.8117,80,23.5839,24,33.43629,208,47.36842,314
West Virginia,46.8610,81,20.7376,151,31.87739,136,39.11310,209
Robert Morris,46.8611,82,23.1117,37,32.51792,168,47.83333,318
San Diego St.,46.8659,83,20.8686,142,31.69300,127,31.57284,56
Virginia Commonwealth,46.9183,84,21.1131,130,33.61122,215,30.57812,41
Southern Mississippi,46.9319,85,19.8952,208,27.75000,14,41.67229,255
Vanderbilt,46.9673,86,19.3088,240,34.53881,259,34.52566,109
Akron,47.0540,87,20.9747,136,32.88150,189,41.46208,250
Ohio St.,47.0720,88,21.9705,72,29.77883,51,26.35236,8
Quinnipiac,47.1054,89,20.6180,158,29.21536,38,38.72201,201
North Carolina,47.1130,90,18.7395,262,32.14407,150,24.47699,3
Charlotte,47.1179,91,17.6410,315,32.71375,181,32.04654,66
South Dakota,47.1573,92,17.9826,298,31.66667,124,23.59192,2
Cincinnati,47.1853,93,17.9831,297,29.16999,37,35.97748,138
Miami OH,47.2206,94,17.0275,328,31.92182,139,36.72383,156
Indiana St.,47.2382,95,17.5115,319,33.73710,222,36.36364,146
Iowa St.,47.2700,96,17.8927,303,31.08275,98,27.14863,11
IUPU Fort Wayne,47.2923,97,17.9850,296,29.69215,50,38.64615,198
NC Wilmington,47.3466,98,18.1325,286,35.63417,292,41.68049,257
Seton Hall,47.3645,99,18.9922,251,36.70683,310,35.60418,131
South Carolina Upstate,47.3652,100,21.3033,112,36.71656,311,35.61478,132
Villanova,47.3854,101,21.2729,115,31.18812,105,49.05660,329
James Madison,47.4003,102,18.1375,285,35.62320,291,31.14589,46
South Florida,47.4161,103,18.1305,287,34.26160,246,32.87160,79
Bradley,47.4206,104,18.6868,264,32.67644,178,30.49887,39
Georgetown,47.4325,105,19.5534,225,32.12147,148,33.45686,89
Harvard,47.4684,106,21.8033,79,30.89005,91,41.63891,254
Furman,47.4732,107,17.9425,299,31.16947,103,43.58812,279
Texas Arlington,47.4784,108,22.2391,60,37.01851,319,51.02853,337
Detroit,47.5097,109,22.0715,69,29.93407,58,35.86054,135
North Florida,47.5540,110,21.7034,82,36.92382,317,43.07497,272
South Alabama,47.5711,111,20.9002,140,35.05721,276,37.91469,182
Eastern Illinois,47.5922,112,19.3871,235,33.85063,229,34.70919,114
Montana,47.6052,113,19.8825,209,29.37343,43,38.77023,202
William & Mary,47.6177,114,16.9305,329,33.60656,214,31.44619,52
Alabama,47.6644,115,21.3830,106,34.00268,233,36.50519,151
Oral Roberts,47.7632,116,18.4695,275,28.21953,24,31.64212,57
Wichita St.,47.7639,117,21.4517,101,27.05667,5,42.75492,268
American,47.8044,118,14.9422,346,27.25184,8,38.87588,203
Texas Tech,47.8048,119,19.8501,211,34.16384,242,40.96217,236
Creighton,47.8123,120,17.6524,314,30.33333,71,37.00580,166
Canisius,47.8191,121,19.7525,217,33.74155,223,31.55627,55
Boston College,47.8385,122,17.8168,305,32.20418,156,31.00114,45
Central Michigan,47.8404,123,23.4744,27,32.58365,174,54.83163,344
George Mason,47.8536,124,19.7804,216,34.62555,265,33.95707,96
North Texas,47.8712,125,18.3570,277,31.12670,100,32.69651,72
Duquesne,47.8942,126,22.7224,46,37.71525,330,35.31317,128
Norfolk St.,47.9027,127,20.2764,185,35.49914,288,47.20358,312
Western Michigan,47.9097,128,19.7291,219,33.09577,198,34.55964,111
North Dakota St.,47.9220,129,17.4749,320,29.22374,39,37.85166,179
Siena,47.9577,130,21.6550,86,29.03487,33,21.35827,1
UC Santa Barbara,47.9872,131,22.1574,64,33.41393,207,39.36102,216
Rutgers,47.9948,132,18.0176,293,37.83898,332,30.20833,37
St. John's,48.0780,133,20.5170,167,31.02999,95,34.93036,120
Texas Southern,48.0914,134,25.8123,6,34.49262,254,47.93492,322
Cal St. Fullerton,48.1056,135,17.7380,308,32.08921,147,39.32262,214
Oklahoma St.,48.1209,136,19.3825,236,28.18451,23,37.14597,171
Alabama A&M,48.1283,137,26.1749,5,40.75802,347,43.08633,273
Cornell,48.1437,138,20.9400,138,30.18061,67,38.50299,195
Georgia St.,48.2406,139,22.1000,67,36.17339,303,43.18618,275
George Washington,48.3146,140,21.7814,80,30.57701,77,42.75577,269
Fairfield,48.3158,141,21.7694,81,34.31049,248,34.31579,103
Louisiana Lafayette,48.3219,142,21.6305,87,35.08484,277,47.39726,315
Northwestern,48.3296,143,20.6042,161,33.63350,216,41.67610,256
California,48.3685,144,18.8841,255,30.73770,86,33.28313,85
Kent St.,48.4036,145,22.6081,51,31.30009,112,37.85633,180
Georgia,48.4287,146,17.9245,301,32.30840,160,32.32323,68
Florida,48.4375,147,20.6081,160,32.82221,184,27.66393,13
Jacksonville,48.4438,148,23.7711,19,32.47399,166,45.82133,301
Louisville,48.4724,149,22.3820,57,35.86770,297,40.97109,238
North Carolina A&T,48.5066,150,21.1425,127,36.83055,315,33.35177,87
Stony Brook,48.5391,151,20.9838,135,29.78525,52,32.97555,81
Stephen F. Austin,48.5455,152,22.7812,45,30.59155,78,41.30909,247
Texas A&M Corpus Chris,48.5480,153,20.6135,159,30.37475,73,37.05808,169
East Tennessee St.,48.6231,154,24.1564,14,34.14836,240,39.90281,224
Nevada,48.6721,155,15.7658,342,32.18850,154,31.82038,62
Arizona,48.7222,156,18.3230,282,31.16825,102,38.27778,192
Illinois St.,48.7450,157,20.6953,154,27.93578,21,31.37479,49
Lehigh,48.7705,158,19.5826,223,30.33708,72,30.89139,43
The Citadel,48.7837,159,19.3205,239,31.68831,126,33.39908,88
Appalachian St.,48.8584,160,15.5662,343,27.45562,11,32.72451,73
DePaul,48.8595,161,20.0638,194,36.75373,313,39.67587,220
Oregon St.,48.8706,162,22.8011,44,31.94308,140,33.94383,95
Alabama St.,48.8764,163,23.4917,26,31.62119,121,48.87640,328
Army,48.8863,164,26.3456,4,31.04862,96,48.15668,323
Cal St. Northridge,48.9315,165,22.3342,59,35.09356,278,47.83562,319
Wagner,48.9331,166,21.3370,111,37.50000,325,39.90773,225
Southern,48.9679,167,20.8503,143,38.06212,334,34.51835,107
Virginia,48.9869,168,18.5260,272,29.00433,31,30.51251,40
Fairleigh Dickinson,49.0647,169,17.7834,307,32.85834,188,36.50454,150
NJ Inst of Technology,49.0982,170,21.9579,73,32.64768,177,43.21977,276
Bethune Cookman,49.1240,171,21.8289,76,33.36921,206,45.83041,302
Louisiana St.,49.1354,172,19.3048,241,33.71771,219,36.85152,163
Coppin St.,49.2096,173,22.2388,61,38.64836,340,41.99313,262
UC Riverside,49.2402,174,18.6315,266,29.31793,41,41.38929,248
Wisconsin Milwaukee,49.2445,175,17.2782,324,27.01228,4,33.63179,91
Maryland Eastern Shore,49.2541,176,18.3355,281,34.27454,247,36.62983,155
South Carolina,49.2593,177,23.3502,31,37.51763,326,39.20228,211
South Carolina St.,49.2634,178,21.5079,98,34.51975,258,38.91958,205
Notre Dame,49.2779,179,15.9012,341,30.45436,76,27.78884,14
Arkansas,49.2932,180,20.3144,180,34.21624,244,34.97382,121
Long Island,49.3015,181,18.3502,278,32.83133,186,31.48845,54
Bucknell,49.3134,182,19.7063,220,31.27115,110,37.79104,178
Missouri St.,49.3358,183,19.7973,214,27.77778,16,36.76939,159
NC Asheville,49.3608,184,19.4006,234,36.41670,306,34.46359,106
Louisiana Tech,49.3692,185,19.8101,213,32.16535,152,28.48132,15
Long Beach St.,49.3699,186,21.1977,121,34.07040,236,32.93151,80
College of Charleston,49.3798,187,19.2213,244,38.62830,339,31.29771,47
Wright St.,49.3952,188,24.6539,10,29.97800,62,44.15323,286
La Salle,49.4176,189,17.0363,327,33.68842,218,33.49972,90
Wisconsin Green Bay,49.4413,190,20.4797,170,34.05232,235,36.31285,144
Binghamton,49.4475,191,17.6589,313,34.17969,243,33.02640,82
New Mexico,49.4537,192,20.2470,188,27.34021,9,35.01561,122
Southern Utah,49.5155,193,17.3553,321,34.51646,257,45.28424,295
Charleston Southern,49.5483,194,20.5456,164,35.13216,279,38.70744,200
Eastern Michigan,49.5902,195,21.1680,123,29.95050,60,38.14628,186
Fresno St.,49.6000,196,21.2283,118,32.58065,173,34.85714,119
Loyola Marymount,49.6138,197,18.7766,261,35.05068,275,40.98867,240
Montana St.,49.6217,198,19.9337,202,34.60265,263,38.10179,185
IUPUI,49.6345,199,21.3718,107,32.70060,180,30.13055,36
Southern Illinois,49.6619,200,20.8729,141,29.35780,42,45.57133,296
Marquette,49.6741,201,22.0779,68,32.67644,178,29.44052,21
Morehead St.,49.6914,202,23.9064,18,27.59434,12,45.67901,297
Weber St.,49.7172,203,19.8741,210,29.10000,36,41.79761,260
Albany,49.7204,204,18.4920,274,32.55710,171,35.12304,123
Northern Illinois,49.7259,205,19.4155,233,31.73484,129,46.89403,309
Indiana,49.7400,206,20.6260,156,35.35354,287,41.13229,242
Northern Colorado,49.7590,207,23.6708,22,29.86011,54,40.96386,237
Holy Cross,49.8074,208,16.2450,338,31.84282,134,32.69125,71
Western Kentucky,49.8149,209,20.8024,148,30.67245,82,29.93125,30
Winston Salem St.,49.8205,210,20.9487,137,37.05463,320,41.56497,252
St. Francis NY,49.8326,211,25.0813,7,34.31635,249,37.50837,176
Savannah St.,49.8599,212,22.8868,43,31.91812,138,41.08310,241
Tulane,49.8696,213,23.4489,28,35.20679,282,44.52412,288
Massachusetts,49.8921,214,17.5952,316,32.82378,185,38.51133,196
Rider,50.0000,215,20.4192,175,32.26633,157,34.68421,113
Dartmouth,50.0000,215,21.1143,129,34.64755,267,38.66571,199
Nebraska,50.0297,217,21.5395,94,29.60000,49,41.61712,253
Grambling,50.0342,218,21.6047,89,35.93583,299,55.33516,345
Stanford,50.0566,219,19.6728,222,30.61997,79,36.78551,160
Liberty,50.0617,220,19.0091,250,31.21302,107,33.92967,94
Colorado St.,50.0637,221,21.5256,95,29.04645,34,48.50414,326
Yale,50.0897,222,20.5269,166,32.27539,158,34.30962,102
Michigan,50.0920,223,23.1209,36,34.78036,270,25.88957,7
Loyola Chicago,50.0953,224,17.8166,306,33.29870,205,31.44854,53
Middle Tennessee,50.1001,225,21.9225,74,26.83052,3,49.96664,333
Brown,50.1106,226,14.8562,347,33.23930,203,24.76506,4
St. Bonaventure,50.1478,227,19.4499,230,31.60132,120,38.91189,204
Saint Joseph's,50.1584,228,20.4319,172,37.88487,333,31.99578,65
Mercer,50.1593,229,17.3207,322,34.50088,255,36.90919,164
Central Florida,50.1817,230,21.1185,128,34.58937,262,41.42944,249
Monmouth,50.1843,231,22.4218,56,32.99419,194,39.49631,217
Sam Houston St.,50.2157,232,21.0103,134,30.09327,65,41.21996,245
Southern Methodist,50.2298,233,18.4016,276,28.91631,29,31.71372,60
Northwestern St.,50.2316,234,20.8090,144,38.34625,336,50.03309,334
Oakland,50.2568,235,18.3447,280,30.76271,87,32.40883,70
Utah Valley,50.2591,236,20.0191,197,29.53216,47,39.30422,213
Evansville,50.2637,237,19.4201,232,28.77624,27,43.44100,278
High Point,50.2932,238,21.1582,126,34.63339,266,47.68730,316
Central Connecticut,50.3717,239,22.5196,54,34.41525,250,28.56258,16
Texas San Antonio,50.4098,240,20.1587,190,30.94972,93,32.85519,78
Idaho,50.4502,241,18.5375,270,31.73891,130,32.77311,75
Houston Baptist,50.4677,242,19.4464,231,33.59621,213,39.98031,227
Sacred Heart,50.4881,243,19.9095,206,30.32581,70,39.10921,208
Central Arkansas,50.4930,244,20.4041,177,33.76019,224,34.57746,112
Penn St.,50.5136,245,16.1506,339,26.31068,1,29.12387,20
Kennesaw St.,50.5284,246,21.1663,125,39.10082,342,30.03337,34
Florida A&M,50.5463,247,20.0823,193,38.50494,337,37.03278,168
Fordham,50.5498,248,16.7289,335,34.68809,268,39.52546,218
Davidson,50.5923,249,18.1458,284,28.22211,25,38.40399,194
Cal St. Bakersfield,50.6184,250,18.8169,259,36.38578,304,36.57244,152
Jacksonville St.,50.6382,251,19.1655,246,34.04588,234,40.58711,231
MD Baltimore County,50.6421,252,18.9892,252,37.61815,328,39.87157,223
Navy,50.6494,253,22.9927,40,35.87060,298,45.69067,299
Illinois Chicago,50.6671,254,21.5842,91,35.84810,295,40.97840,239
Denver,50.6771,255,21.5121,97,31.32184,114,59.72915,347
Troy,50.7034,256,18.6148,267,34.13174,239,29.93810,31
Bowling Green,50.7448,257,20.2833,184,32.02479,146,34.52073,108
Bryant,50.7477,258,19.1752,245,36.99652,318,43.05296,271
New Orleans,50.8104,259,20.7509,150,29.95495,61,43.69274,281
Portland,50.8217,260,21.2913,113,32.01018,144,36.91530,165
Campbell,50.8425,261,27.5794,2,33.48571,211,42.41758,264
Rice,50.8507,262,21.6663,85,31.31462,113,42.53308,267
Rhode Island,50.8671,263,22.6183,49,35.56106,289,30.00963,33
UCLA,50.8797,264,20.1775,189,32.16683,153,32.74688,74
UC Irvine,50.9597,265,20.1578,191,32.63427,175,45.68138,298
Boise St.,51.1111,266,20.3091,181,31.55228,118,30.89431,44
New Mexico St.,51.1138,267,18.5573,269,34.57383,261,31.96126,64
Columbia,51.1199,268,22.6959,47,30.28048,68,42.99133,270
Towson,51.1743,269,18.3483,279,39.09051,341,31.88935,63
Sacramento St.,51.1757,270,20.5701,163,32.73810,182,40.10451,228
Colgate,51.1860,271,18.9435,253,29.84375,53,36.76654,158
Delaware,51.1912,272,17.6609,312,33.44595,209,44.90768,292
Washington St.,51.1933,273,20.3083,182,32.64095,176,34.30788,101
Austin Peay,51.2034,274,19.5352,227,35.13902,281,34.09742,98
Houston,51.2220,275,23.1302,34,38.51037,338,39.61303,219
East Carolina,51.2298,276,16.7711,333,33.58548,212,35.93281,137
Toledo,51.2758,277,16.8809,332,32.88557,190,36.26974,143
Hawaii,51.3022,278,16.2873,337,33.18066,199,37.37129,172
Howard,51.3326,279,18.5239,273,34.43396,252,33.14825,83
Seattle,51.3506,280,23.5517,25,29.55776,48,51.60383,338
Lamar,51.3690,281,19.9169,204,31.72691,128,38.20784,190
Chattanooga,51.3988,282,20.4252,173,31.83001,133,31.43171,51
Samford,51.4266,283,18.0775,288,33.76844,225,27.41823,12
Florida Atlantic,51.4610,284,20.4344,171,33.99686,232,44.74026,291
Oregon,51.4826,285,21.2561,117,31.89947,137,39.76744,222
Northern Arizona,51.4828,286,18.0765,289,30.42493,75,38.96552,207
McNeese St.,51.5108,287,20.2504,186,34.75057,269,53.23741,339
Elon,51.5634,288,19.8246,212,34.12037,238,35.17588,125
San Francisco,51.5868,289,17.1776,326,27.77197,15,33.29185,86
Western Carolina,51.6190,290,23.9499,17,32.37339,164,54.15873,341
San Diego,51.6213,291,20.7834,149,31.15100,101,43.96887,284
Arkansas Little Rock,51.6456,292,17.5251,318,33.23217,202,39.74684,221
Iowa,51.6509,293,17.6657,311,30.00992,63,29.77594,28
Santa Clara,51.6762,294,21.4540,100,33.26582,204,43.95952,283
Colorado,51.7220,295,21.6936,83,38.10264,335,46.83782,308
Hartford,51.7377,296,21.0289,132,35.21561,283,49.57377,331
St. Francis PA,51.7416,297,20.8039,147,35.34261,286,41.54528,251
Wyoming,51.7591,298,20.7371,152,33.73434,221,36.61300,154
Texas St.,51.7927,299,22.5525,53,32.48602,167,55.41069,346
Auburn,51.8203,300,21.2010,120,32.39038,165,38.33902,193
San Jose St.,51.8246,301,15.1064,344,35.77767,294,32.40741,69
Mississippi Valley St.,51.8346,302,21.3544,108,33.72922,220,42.10833,263
Buffalo,51.8565,303,21.5246,96,31.09850,99,38.07426,184
Presbyterian,51.8623,304,19.0291,249,37.25206,322,30.07901,35
Cal Poly,51.8937,305,17.9981,295,31.20117,106,54.12340,340
Florida Gulf Coast,51.9008,306,23.3572,29,36.74168,312,47.87371,320
North Dakota,51.9231,307,18.9259,254,30.29810,69,50.13736,335
Southeast Missouri St.,51.9243,308,21.2891,114,32.84708,187,47.72290,317
Providence,51.9703,309,18.0461,290,36.63755,309,38.17810,189
Cleveland St.,52.1325,310,23.3536,30,35.56485,290,50.65617,336
Oklahoma,52.1488,311,17.5930,317,30.79083,88,29.80716,29
Marist,52.2236,312,18.8211,258,34.47205,253,37.43051,173
South Dakota St.,52.2327,313,18.8701,256,31.64557,123,36.79245,162
Lafayette,52.2740,314,21.5793,92,35.86612,296,28.69518,17
Alcorn St.,52.2751,315,20.8058,145,39.74082,346,44.71757,290
SIU Edwardsville,52.4447,316,18.8573,257,35.30690,284,40.92431,235
Valparaiso,52.5461,317,19.4710,229,35.13233,280,48.37683,324
Longwood,52.6299,318,21.3451,110,36.07970,301,46.24759,306
Youngstown St.,52.7368,319,21.3478,109,31.67155,125,49.61404,332
NC Greensboro,52.7827,320,20.7325,153,33.80350,227,37.02402,167
Gardner Webb,52.8344,321,20.4212,174,37.10792,321,41.21019,243
Drake,52.9112,322,19.5236,228,32.33618,161,31.71283,59
Texas Christian,52.9578,323,18.6567,265,31.06695,97,41.78729,259
UC Davis,53.0657,324,21.8232,77,31.48442,116,45.00632,293
Pepperdine,53.1017,325,16.9086,330,32.16257,151,42.43176,265
Louisiana Monroe,53.1511,326,21.1674,124,34.51422,256,40.38585,229
Air Force,53.1845,327,19.9856,200,31.57583,119,39.97072,226
Texas Pan American,53.2077,328,22.6157,50,33.78888,226,41.81204,261
Tennessee Martin,53.2383,329,20.0827,192,34.15550,241,40.41451,230
Eastern Kentucky,53.3690,330,21.6065,88,35.31659,285,34.31990,104
Lipscomb,53.3795,331,19.2613,242,31.64063,122,30.73368,42
Chicago St.,53.4674,332,23.2436,32,33.06011,197,47.15673,310
Tennessee Tech,53.7870,333,19.5383,226,36.78606,314,48.46154,325
Tennessee St.,53.9942,334,23.1241,35,34.23467,245,43.79009,282
Eastern Washington,54.0249,335,19.3650,237,28.96890,30,45.02618,294
Delaware St.,54.0460,336,28.2695,1,39.19017,344,36.45656,149
Missouri Kansas City,54.2169,337,20.3345,179,30.65089,81,48.54713,327
Pennsylvania,54.3552,338,19.3569,238,32.18859,155,39.16273,210
Stetson,54.4263,339,21.0504,131,35.68047,293,44.19263,287
North Carolina Central,54.6380,340,24.6004,11,37.78523,331,38.15988,187
Idaho St.,54.7252,341,16.9035,331,36.14528,302,40.88472,234
Portland St.,55.2030,342,18.7879,260,37.60331,327,35.90623,136
Centenary,55.4781,343,21.8200,78,36.48492,307,45.88313,303
Florida International,56.0058,344,21.3955,105,34.98734,273,38.25073,191
Virginia Military Inst,57.1024,345,20.5451,165,39.11477,343,36.78551,160
Georgia Southern,57.5213,346,24.1693,13,39.67914,345,46.28502,307
Nicholls St.,58.3890,347,24.5537,12,32.97414,193,54.75793,343
